id,pub,doi,exp_location,lat,long,unique_exp,exp,trial,type,feedback_manip,type_manip,conditioning_phase_source,inoculum_source,feedback_duration,focal_family,focal_sp,focal_func,focal_anatomical_group,focal_life_cycle,growth_response,N,nCnF,nCnF_sd,yCnF,yCnF_sd,nCyF,nCyF_sd,yCyF,yCyF_sd,vi_nCnF,vi_yCnF,vi_nCyF,vi_yCyF,RII_CSD,RII_CSD_Vi,RII_PSF,RII_PSF_Vi,RII_Int,RII_Int_Vi,
721,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,242,2,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer saccharum,tree,dicot,perennial,biomass,30,871.465000,659.315551,85.603000,48.109211,606.668000,584.340549,103.735000,67.597179,0.019079,0.010528,0.030925,0.014154,-0.821114,0.029608,-0.179143,0.050004,0.274908,0.074687,
722,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,242,2,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Aceraceae,Acer saccharum,tree,dicot,perennial,biomass,30,871.465000,659.315551,85.603000,48.109211,666.658000,656.259260,94.443000,55.276161,0.019079,0.010528,0.032302,0.011419,-0.821114,0.029608,-0.133154,0.051381,0.182252,0.073328,
723,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,243,3,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Oleaceae,Fraxinus americana,tree,dicot,perennial,biomass,30,1117.969000,988.310583,84.753000,61.071065,993.063000,960.979227,75.458000,53.537141,0.026050,0.017308,0.031214,0.016779,-0.859065,0.043358,-0.059168,0.057264,0.001151,0.091351,
724,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,243,3,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Oleaceae,Fraxinus americana,tree,dicot,perennial,biomass,30,1117.969000,988.310583,84.753000,61.071065,1007.737000,998.785777,76.035000,55.306285,0.026050,0.017308,0.032744,0.017636,-0.859065,0.043358,-0.051857,0.058794,-0.002364,0.093737,
725,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,243,3,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Oleaceae,Fraxinus americana,tree,dicot,perennial,biomass,30,1117.969000,988.310583,84.753000,61.071065,1021.542000,1049.543226,77.506000,59.175945,0.026050,0.017308,0.035186,0.019431,-0.859065,0.043358,-0.045070,0.061236,0.000406,0.097975,
726,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,244,4,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fagaceae,Quercus rubra,tree,dicot,perennial,biomass,30,3517.836000,1721.366022,1180.975000,460.996168,3117.815000,1640.872715,1034.954000,421.026114,0.007981,0.005079,0.009233,0.005516,-0.497330,0.013060,-0.060284,0.017214,-0.005612,0.027810,
727,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,244,4,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fagaceae,Quercus rubra,tree,dicot,perennial,biomass,30,3517.836000,1721.366022,1180.975000,460.996168,3270.866000,1812.104480,1090.811000,453.448551,0.007981,0.005079,0.010231,0.005760,-0.497330,0.013060,-0.036380,0.018212,-0.003309,0.029052,
728,"McCarthy-Neumann, S. & Kobe, R.K. (2010a). Conspecific and heterospecific plant-soil feedbacks influence survivorship and growth of temperate tree. Journal of Ecology, 98, 408-418.",10.1111/j.1365-2745.2009.01620.x,gh,43.79,-85.85,244,4,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fagaceae,Quercus rubra,tree,dicot,perennial,biomass,30,3517.836000,1721.366022,1180.975000,460.996168,3161.643000,1642.776051,1055.061000,447.409910,0.007981,0.005079,0.008999,0.005994,-0.497330,0.013060,-0.053326,0.016981,-0.002985,0.028054,
729,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,245,1,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Malvaceae,Apeiba membranacea,tree,dicot,,biomass,16,11.261000,9.750000,4.341000,5.800382,11.729000,10.610000,4.558000,6.632920,0.046853,0.111587,0.051143,0.132355,-0.443533,0.158440,0.020357,0.097996,0.004028,0.341938,
730,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,245,1,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Malvaceae,Apeiba membranacea,tree,dicot,,biomass,16,11.261000,9.750000,4.341000,5.800382,10.991000,9.800000,4.236000,6.129015,0.046853,0.111587,0.049689,0.130843,-0.443533,0.158440,-0.012134,0.096541,-0.000108,0.338971,
731,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,245,1,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Malvaceae,Apeiba membranacea,tree,dicot,,biomass,16,11.261000,9.750000,4.341000,5.800382,11.529000,9.860000,4.469000,5.729178,0.046853,0.111587,0.045714,0.102717,-0.443533,0.158440,0.011760,0.092567,0.002769,0.306871,
732,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,245,1,4,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Malvaceae,Apeiba membranacea,tree,dicot,,biomass,16,11.261000,9.750000,4.341000,5.800382,13.075000,11.238000,5.143000,6.830100,0.046853,0.111587,0.046172,0.110230,-0.443533,0.158440,0.074540,0.093024,0.010024,0.314842,
733,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,245,1,5,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Malvaceae,Apeiba membranacea,tree,dicot,,biomass,16,11.261000,9.750000,4.341000,5.800382,11.652000,10.754000,4.476000,6.611011,0.046853,0.111587,0.053238,0.136344,-0.443533,0.158440,0.017065,0.100090,-0.001753,0.348021,
734,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,246,2,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Rhamnaceae,Colubrina spinosa,tree,dicot,,biomass,16,33.807000,19.920000,16.097000,12.301849,35.177000,21.186000,16.771000,15.210255,0.021699,0.036503,0.022670,0.051409,-0.354881,0.058202,0.019860,0.044370,0.000647,0.132281,
735,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,246,2,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Rhamnaceae,Colubrina spinosa,tree,dicot,,biomass,16,33.807000,19.920000,16.097000,12.301849,20.048000,14.624000,16.106000,17.198488,0.021699,0.036503,0.033256,0.071266,-0.354881,0.058202,-0.255482,0.054955,0.255762,0.162725,
736,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,246,2,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Rhamnaceae,Colubrina spinosa,tree,dicot,,biomass,16,33.807000,19.920000,16.097000,12.301849,33.213000,22.088000,16.595000,11.819853,0.021699,0.036503,0.027642,0.031707,-0.354881,0.058202,-0.008863,0.049342,0.024096,0.117552,
737,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,246,2,4,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Rhamnaceae,Colubrina spinosa,tree,dicot,,biomass,16,33.807000,19.920000,16.097000,12.301849,34.740000,20.518000,16.154000,12.408655,0.021699,0.036503,0.021802,0.036878,-0.354881,0.058202,0.013611,0.043501,-0.011844,0.116882,
738,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,246,2,5,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Rhamnaceae,Colubrina spinosa,tree,dicot,,biomass,16,33.807000,19.920000,16.097000,12.301849,32.074000,18.940000,17.352000,12.011556,0.021699,0.036503,0.021794,0.029949,-0.354881,0.058202,-0.026305,0.043493,0.063825,0.109945,
739,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,247,3,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Iriartea deltoidea,tree,monocot,,biomass,16,184.194000,108.848000,179.374000,131.009759,171.177000,106.042000,166.190000,136.914208,0.021826,0.033340,0.023985,0.042420,-0.013257,0.055166,-0.036629,0.045811,-0.001523,0.121571,
740,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,247,3,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Iriartea deltoidea,tree,monocot,,biomass,16,184.194000,108.848000,179.374000,131.009759,263.619000,88.172000,257.405000,105.885725,0.021826,0.033340,0.006992,0.010576,-0.013257,0.055166,0.177362,0.028818,0.001289,0.072734,
741,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,247,3,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Iriartea deltoidea,tree,monocot,,biomass,16,184.194000,108.848000,179.374000,131.009759,214.127000,92.134000,210.510000,116.684075,0.021826,0.033340,0.011571,0.019202,-0.013257,0.055166,0.075148,0.033397,0.004712,0.085940,
742,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,247,3,4,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Iriartea deltoidea,tree,monocot,,biomass,16,184.194000,108.848000,179.374000,131.009759,176.833000,111.798000,172.294000,137.974051,0.021826,0.033340,0.024982,0.040081,-0.013257,0.055166,-0.020389,0.046807,0.000256,0.120228,
743,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,248,4,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Pentaclethra macroloba,tree,dicot,,biomass,16,2465.351000,1385.420000,1452.688000,1002.244645,2486.032000,1624.592000,1848.199000,1270.070021,0.019737,0.029750,0.026690,0.029515,-0.258462,0.049487,0.004177,0.046428,0.115643,0.105692,
744,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,248,4,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Pentaclethra macroloba,tree,dicot,,biomass,16,2465.351000,1385.420000,1452.688000,1002.244645,2203.032000,1547.488000,1829.758000,1386.901981,0.019737,0.029750,0.030838,0.035907,-0.258462,0.049487,-0.056191,0.050576,0.171065,0.116233,
745,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,248,4,3,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Pentaclethra macroloba,tree,dicot,,biomass,16,2465.351000,1385.420000,1452.688000,1002.244645,2241.046000,1419.392000,1578.656000,1126.731027,0.019737,0.029750,0.025072,0.031838,-0.258462,0.049487,-0.047660,0.044809,0.089215,0.106397,
746,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,248,4,4,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Pentaclethra macroloba,tree,dicot,,biomass,16,2465.351000,1385.420000,1452.688000,1002.244645,2297.122000,1541.018000,1861.344000,1209.333066,0.019737,0.029750,0.028127,0.026383,-0.258462,0.049487,-0.035324,0.047864,0.158635,0.103997,
747,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,248,4,5,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Fabaceae,Pentaclethra macroloba,tree,dicot,,biomass,16,2465.351000,1385.420000,1452.688000,1002.244645,2555.781000,1565.204000,1912.581000,1274.191633,0.019737,0.029750,0.023441,0.027740,-0.258462,0.049487,0.018010,0.043178,0.118649,0.100668,
748,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,249,5,1,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Prestoea decurrens,tree,monocot,,biomass,16,60.018000,43.820000,69.673000,39.603080,81.015000,39.272000,71.829000,41.287326,0.033317,0.020193,0.014686,0.020650,0.074446,0.053510,0.148880,0.048003,-0.133644,0.088846,
749,"McCarthy-Neumann, S. & Kobe, R.K. (2010b). Conspecific plant-soil feedbacks reduce survivorship and growth of tropical tree seedlings. Journal of Ecology, 98, 396-407.",10.1111/j.1365-2745.2009.01619.x,gh,10.431,-84.0069,249,5,2,stress,own_foreign,light,field soil directly added to pots (feedback phase immediately imposed),conditioned_in_field,12,Arecaceae,Prestoea decurrens,tree,monocot,,biomass,16,60.018000,43.820000,69.673000,39.603080,74.704000,38.322000,70.800000,41.536540,0.033317,0.020193,0.016447,0.021512,0.074446,0.053510,0.109010,0.049764,-0.100987,0.091469,
